Hex	Rank	Emoji	Year	Category	Subcategory	Name
\x{1F3B7}	788	🎷	2010	Objects	musical-instrument	saxophone
\x{1F691}	789	🚑	2010	Travel & Places	transport-ground	ambulance
\x{1F3DD FE0F}	790	🏝️	2014	Travel & Places	place-geographic	desert island
\x{1F693}	791	🚓	2010	Travel & Places	transport-ground	police car
\x{1F683}	792	🚃	2010	Travel & Places	transport-ground	railway car
\x{1F3C7}	793	🏇	2015	People & Body	person-sport	horse racing
\x{1F307}	794	🌇	2010	Travel & Places	place-other	sunset
\x{1F64E}	795	🙎	2010	People & Body	person-gesture	person pouting
\x{1F68C}	796	🚌	2010	Travel & Places	transport-ground	bus
\x{1F4B6}	797	💶	2015	Objects	money	euro banknote
\x{1F69C}	798	🚜	2015	Travel & Places	transport-ground	tractor
\x{1F330}	799	🌰	2010	Food & Drink	food-vegetable	chestnut
\x{1F35B}	800	🍛	2010	Food & Drink	food-asian	curry rice
\x{1F4B4}	801	💴	2010	Objects	money	yen banknote
\x{1F45B}	802	👛	2010	Objects	clothing	purse
\x{1F9D3}	803	🧓	2017	People & Body	person	older person
\x{1F97E}	804	🥾	2018	Objects	clothing	hiking boot
\x{1F42B}	805	🐫	2010	Animals & Nature	animal-mammal	two-hump camel
\x{1F962}	806	🥢	2017	Food & Drink	dishware	chopsticks
\x{1F9E4}	807	🧤	2017	Objects	clothing	gloves
\x{1F694}	808	🚔	2014	Travel & Places	transport-ground	oncoming police car
\x{1F3B0}	809	🎰	2010	Activities	game	slot machine
\x{1F9D4}	810	🧔	2017	People & Body	person	person: beard
\x{1F96F}	811	🥯	2018	Food & Drink	food-prepared	bagel
\x{2796}	812	➖	2010	Symbols	math	minus
\x{1F439}	813	🐹	2010	Animals & Nature	animal-mammal	hamster
\x{1F4FD FE0F}	814	📽️	2014	Objects	light & video	film projector
\x{1F982}	815	🦂	2015	Animals & Nature	animal-bug	scorpion
\x{1F518}	816	🔘	2010	Symbols	geometric	radio button
\x{1F504}	817	🔄	2015	Symbols	arrow	counterclockwise arrows button
\x{1F4E5}	818	📥	2010	Objects	mail	inbox tray
\x{1F4F9}	819	📹	2010	Objects	light & video	video camera
\x{1F6EB}	820	🛫	2015	Travel & Places	transport-air	airplane departure
\x{1F4CF}	821	📏	2010	Objects	office	straight ruler
\x{1F1EE 1F1F1}	822	🇮🇱	2015	Flags	country-flag	flag: Israel
\x{1F3A0}	823	🎠	2010	Travel & Places	place-other	carousel horse
\x{1F199}	824	🆙	2010	Symbols	alphanum	UP! button
\x{1F488}	825	💈	2010	Travel & Places	place-other	barber pole
\x{1F516}	826	🔖	2010	Objects	book-paper	bookmark
\x{1F1E6 1F1FA}	827	🇦🇺	2015	Flags	country-flag	flag: Australia
\x{1F1EA 1F1EC}	828	🇪🇬	2015	Flags	country-flag	flag: Egypt
\x{1F371}	829	🍱	2010	Food & Drink	food-asian	bento box
\x{1F55C}	830	🕜	2014	Travel & Places	time	one-thirty
\x{1F3D5 FE0F}	831	🏕️	2014	Travel & Places	place-geographic	camping
\x{1F362}	832	🍢	2010	Food & Drink	food-asian	oden
\x{1F3E2}	833	🏢	2010	Travel & Places	place-building	office building
\x{1F50C}	834	🔌	2010	Objects	computer	electric plug
\x{1F994}	835	🦔	2017	Animals & Nature	animal-mammal	hedgehog
\x{1F3F4 200D 2620 FE0F}	836	🏴‍☠️	2018	Flags	flag	pirate flag
\x{1F6F8}	837	🛸	2017	Travel & Places	transport-air	flying saucer
\x{1F574 FE0F}	838	🕴️	2014	People & Body	person-activity	person in suit levitating
\x{1F935}	839	🤵	2016	People & Body	person-role	person in tuxedo
\x{1F45E}	840	👞	2010	Objects	clothing	man’s shoe
\x{1F50B}	841	🔋	2010	Objects	computer	battery
\x{1F3DC FE0F}	842	🏜️	2014	Travel & Places	place-geographic	desert
\x{26D3 FE0F}	843	⛓️	2014	Objects	tool	chains
\x{26CF FE0F}	844	⛏️	2014	Objects	tool	pick
\x{1F1E6 1F1EA}	845	🇦🇪	2015	Flags	country-flag	flag: United Arab Emirates
\x{1F1E8 1F1F1}	846	🇨🇱	2015	Flags	country-flag	flag: Chile
\x{25FE}	847	◾	2010	Symbols	geometric	black medium-small square
\x{23EF FE0F}	848	⏯️	2015	Symbols	av-symbol	play or pause button
\x{1F45C}	849	👜	2010	Objects	clothing	handbag
\x{1F1F5 1F1F0}	850	🇵🇰	2015	Flags	country-flag	flag: Pakistan
\x{1F1FB 1F1EA}	851	🇻🇪	2015	Flags	country-flag	flag: Venezuela
\x{1F5D3 FE0F}	852	🗓️	2014	Objects	office	spiral calendar
\x{1F6A7}	853	🚧	2010	Travel & Places	transport-ground	construction
\x{264B}	854	♋	2010	Symbols	zodiac	Cancer
\x{1F3EE}	855	🏮	2010	Objects	light & video	red paper lantern
\x{1F421}	856	🐡	2010	Animals & Nature	animal-marine	blowfish
\x{1F458}	857	👘	2010	Objects	clothing	kimono
\x{1F6F9}	858	🛹	2018	Travel & Places	transport-ground	skateboard
\x{1F1F5 1F1F8}	859	🇵🇸	2015	Flags	country-flag	flag: Palestinian Territories
\x{2649}	860	♉	2010	Symbols	zodiac	Taurus
\x{1F6A6}	861	🚦	2015	Travel & Places	transport-ground	vertical traffic light
\x{1F9E9}	862	🧩	2018	Activities	game	puzzle piece
\x{1F6BA}	863	🚺	2010	Symbols	transport-sign	women’s room
\x{1F944}	864	🥄	2016	Food & Drink	dishware	spoon
\x{1F9DB}	865	🧛	2017	People & Body	person-fantasy	vampire
\x{1F5FB}	866	🗻	2010	Travel & Places	place-geographic	mount fuji
\x{2650}	867	♐	2010	Symbols	zodiac	Sagittarius
\x{1F9B9}	868	🦹	2018	People & Body	person-fantasy	supervillain
\x{1F1F5 1F1ED}	869	🇵🇭	2015	Flags	country-flag	flag: Philippines
\x{2734 FE0F}	870	✴️	2010	Symbols	other-symbol	eight-pointed star
\x{1F3E8}	871	🏨	2010	Travel & Places	place-building	hotel
\x{2747 FE0F}	872	❇️	2010	Symbols	other-symbol	sparkle
\x{1F3C9}	873	🏉	2015	Activities	sport	rugby football
\x{1F99B}	874	🦛	2018	Animals & Nature	animal-mammal	hippopotamus
\x{1F6E3 FE0F}	875	🛣️	2014	Travel & Places	transport-ground	motorway
\x{1F578 FE0F}	876	🕸️	2014	Animals & Nature	animal-bug	spider web
\x{1F39F FE0F}	877	🎟️	2014	Activities	event	admission tickets
\x{1F4BC}	878	💼	2010	Objects	office	briefcase
\x{1F6F4}	879	🛴	2016	Travel & Places	transport-ground	kick scooter
\x{1F4D8}	880	📘	2010	Objects	book-paper	blue book
\x{1F9E6}	881	🧦	2017	Objects	clothing	socks
\x{1F958}	882	🥘	2016	Food & Drink	food-prepared	shallow pan of food
\x{1F1F5 1F1F7}	883	🇵🇷	2015	Flags	country-flag	flag: Puerto Rico
\x{1F939}	884	🤹	2016	People & Body	person-sport	person juggling
\x{264A}	885	♊	2010	Symbols	zodiac	Gemini
\x{1F324 FE0F}	886	🌤️	2014	Travel & Places	sky & weather	sun behind small cloud
\x{1F681}	887	🚁	2015	Travel & Places	transport-air	helicopter
\x{1F513}	888	🔓	2010	Objects	lock	unlocked
\x{1F3F4}	889	🏴	2015	Flags	flag	black flag
\x{1F4BF}	890	💿	2010	Objects	computer	optical disk
\x{1F993}	891	🦓	2017	Animals & Nature	animal-mammal	zebra
\x{1F4DC}	892	📜	2010	Objects	book-paper	scroll
\x{1F477}	893	👷	2010	People & Body	person-role	construction worker
\x{1F1F8 1F1E6}	894	🇸🇦	2015	Flags	country-flag	flag: Saudi Arabia
\x{26F9 FE0F}	895	⛹️	2014	People & Body	person-sport	person bouncing ball
\x{1F6A3}	896	🚣	2015	People & Body	person-sport	person rowing boat
\x{1F469 200D 1F4BB}	897	👩‍💻	2016	People & Body	person-role	woman technologist
\x{2199 FE0F}	898	↙️	2010	Symbols	arrow	down-left arrow
\x{26F7 FE0F}	899	⛷️	2014	People & Body	person-sport	skier
\x{1F9D6}	900	🧖	2017	People & Body	person-activity	person in steamy room
\x{1F473}	901	👳	2010	People & Body	person-role	person wearing turban
\x{1F38E}	902	🎎	2010	Activities	event	Japanese dolls
\x{3297 FE0F}	903	㊗️	2010	Symbols	alphanum	Japanese “congratulations” button
\x{1F6B9}	904	🚹	2010	Symbols	transport-sign	men’s room
\x{3299 FE0F}	905	㊙️	2010	Symbols	alphanum	Japanese “secret” button
\x{1F469 200D 1F373}	906	👩‍🍳	2016	People & Body	person-role	woman cook
\x{26FA}	907	⛺	2010	Travel & Places	place-other	tent
\x{2198 FE0F}	908	↘️	2010	Symbols	arrow	down-right arrow
\x{1F5DE FE0F}	909	🗞️	2014	Objects	book-paper	rolled-up newspaper
\x{1F17E FE0F}	910	🅾️	2010	Symbols	alphanum	O button (blood type)
\x{1F385}	911	🎅	2010	People & Body	person-fantasy	Santa Claus
\x{1F9C2}	912	🧂	2018	Food & Drink	food-prepared	salt
\x{37 FE0F 20E3}	913	7️⃣	2010	Symbols	keycap	keycap: 7
\x{1F1F5 1F1EA}	914	🇵🇪	2015	Flags	country-flag	flag: Peru
\x{1F690}	915	🚐	2015	Travel & Places	transport-ground	minibus
\x{1F1EE 1F1E9}	916	🇮🇩	2015	Flags	country-flag	flag: Indonesia
\x{1F5A5 FE0F}	917	🖥️	2014	Objects	computer	desktop computer
\x{2692 FE0F}	918	⚒️	2015	Objects	tool	hammer and pick
\x{1F3CF}	919	🏏	2015	Activities	sport	cricket game
\x{1F4C0}	920	📀	2010	Objects	computer	dvd
\x{1F390}	921	🎐	2010	Activities	event	wind chime
\x{1F9A2}	922	🦢	2018	Animals & Nature	animal-bird	swan
\x{1F314}	923	🌔	2010	Travel & Places	sky & weather	waxing gibbous moon
\x{36 FE0F 20E3}	924	6️⃣	2010	Symbols	keycap	keycap: 6
\x{1F1E6 1F1F9}	925	🇦🇹	2015	Flags	country-flag	flag: Austria
\x{1F5FC}	926	🗼	2010	Travel & Places	place-building	Tokyo tower
\x{262F FE0F}	927	☯️	2014	Symbols	religion	yin yang
\x{1F312}	928	🌒	2015	Travel & Places	sky & weather	waxing crescent moon
\x{1F9DE}	929	🧞	2017	People & Body	person-fantasy	genie
\x{1F552}	930	🕒	2010	Travel & Places	time	three o’clock
\x{1F3B3}	931	🎳	2010	Activities	sport	bowling
\x{1F3A2}	932	🎢	2010	Travel & Places	place-other	roller coaster
\x{1F51F}	933	🔟	2010	Symbols	keycap	keycap: 10
\x{2194 FE0F}	934	↔️	2010	Symbols	arrow	left-right arrow
\x{1F468 200D 1F373}	935	👨‍🍳	2016	People & Body	person-role	man cook
\x{23EC}	936	⏬	2010	Symbols	av-symbol	fast down button
\x{1F9F5}	937	🧵	2018	Activities	arts & crafts	thread
\x{1F6B5}	938	🚵	2015	People & Body	person-sport	person mountain biking
\x{1F9D2}	939	🧒	2017	People & Body	person	child
\x{24C2 FE0F}	940	Ⓜ️	2010	Symbols	alphanum	circled M
\x{264C}	941	♌	2010	Symbols	zodiac	Leo
\x{1F469 200D 1F393}	942	👩‍🎓	2016	People & Body	person-role	woman student
\x{1F9EA}	943	🧪	2018	Objects	science	test tube
\x{1F695}	944	🚕	2010	Travel & Places	transport-ground	taxi
\x{1F3F3 FE0F}	945	🏳️	2014	Flags	flag	white flag
\x{1F1F9 1F1ED}	946	🇹🇭	2015	Flags	country-flag	flag: Thailand
\x{1F1FF 1F1E6}	947	🇿🇦	2015	Flags	country-flag	flag: South Africa
\x{2733 FE0F}	948	✳️	2010	Symbols	other-symbol	eight-spoked asterisk
\x{1F9FD}	949	🧽	2018	Objects	household	sponge
\x{1F468 200D 2764 FE0F 200D 1F48B 200D 1F468}	950	👨‍❤️‍💋‍👨	2015	People & Body	family	kiss: man, man
\x{26F2}	951	⛲	2010	Travel & Places	place-other	fountain
\x{1F3E6}	952	🏦	2010	Travel & Places	place-building	bank
\x{1F1F8 1F1EA}	953	🇸🇪	2015	Flags	country-flag	flag: Sweden
\x{2622 FE0F}	954	☢️	2015	Symbols	warning	radioactive
\x{1F45A}	955	👚	2010	Objects	clothing	woman’s clothes
\x{1F4CB}	956	📋	2010	Objects	office	clipboard
\x{1F329 FE0F}	957	🌩️	2014	Travel & Places	sky & weather	cloud with lightning
\x{2652}	958	♒	2010	Symbols	zodiac	Aquarius
\x{1F318}	959	🌘	2015	Travel & Places	sky & weather	waning crescent moon
\x{1F417}	960	🐗	2010	Animals & Nature	animal-mammal	boar
\x{1F4E0}	961	📠	2010	Objects	phone	fax machine
\x{1F5F3 FE0F}	962	🗳️	2014	Objects	mail	ballot box with ballot
\x{1F93C}	963	🤼	2016	People & Body	person-sport	people wrestling
\x{303D FE0F}	964	〽️	2010	Symbols	other-symbol	part alternation mark
\x{1F469 200D 2695 FE0F}	965	👩‍⚕️	2016	People & Body	person-role	woman health worker
\x{1F1F7 1F1FA}	966	🇷🇺	2010	Flags	country-flag	flag: Russia
\x{264F}	967	♏	2010	Symbols	zodiac	Scorpio
\x{26F0 FE0F}	968	⛰️	2014	Travel & Places	place-geographic	mountain
\x{1F9F3}	969	🧳	2018	Travel & Places	hotel	luggage
\x{1F9F6}	970	🧶	2018	Activities	arts & crafts	yarn
\x{1F4E7}	971	📧	2010	Objects	mail	e-mail
\x{1F3C2}	972	🏂	2010	People & Body	person-sport	snowboarder
\x{1F1F5 1F1F9}	973	🇵🇹	2015	Flags	country-flag	flag: Portugal
\x{1F462}	974	👢	2010	Objects	clothing	woman’s boot
\x{1F945}	975	🥅	2016	Activities	sport	goal net
\x{1F359}	976	🍙	2010	Food & Drink	food-asian	rice ball
\x{1F17F FE0F}	977	🅿️	2010	Symbols	alphanum	P button
\x{264E}	978	♎	2010	Symbols	zodiac	Libra
\x{1F52F}	979	🔯	2010	Symbols	religion	dotted six-pointed star
\x{1F469 200D 2764 FE0F 200D 1F469}	980	👩‍❤️‍👩	2015	People & Body	family	couple with heart: woman, woman
\x{1F93E}	981	🤾	2016	People & Body	person-sport	person playing handball
\x{1F6CB FE0F}	982	🛋️	2014	Objects	household	couch and lamp
\x{1F1F3 1F1EC}	983	🇳🇬	2015	Flags	country-flag	flag: Nigeria
\x{264D}	984	♍	2010	Symbols	zodiac	Virgo
\x{1F1F5 1F1F1}	985	🇵🇱	2015	Flags	country-flag	flag: Poland
\x{1F4EF}	986	📯	2015	Objects	sound	postal horn
\x{25C0 FE0F}	987	◀️	2010	Symbols	av-symbol	reverse button
\x{1F1E9 1F1FF}	988	🇩🇿	2015	Flags	country-flag	flag: Algeria
\x{1F313}	989	🌓	2010	Travel & Places	sky & weather	first quarter moon
\x{1F9FB}	990	🧻	2018	Objects	household	roll of paper
\x{1F1EE 1F1EA}	991	🇮🇪	2015	Flags	country-flag	flag: Ireland
\x{1F501}	992	🔁	2015	Symbols	av-symbol	repeat button
\x{39 FE0F 20E3}	993	9️⃣	2010	Symbols	keycap	keycap: 9
\x{1F3BD}	994	🎽	2010	Activities	sport	running shirt
\x{1F9E3}	995	🧣	2017	Objects	clothing	scarf
\x{1F468 200D 1F4BB}	996	👨‍💻	2016	People & Body	person-role	man technologist
\x{1F9D7}	997	🧗	2017	People & Body	person-activity	person climbing
\x{1F3B4}	998	🎴	2010	Activities	game	flower playing cards
\x{1F1F2 1F1E6}	999	🇲🇦	2015	Flags	country-flag	flag: Morocco
\x{2653}	1000	♓	2010	Symbols	zodiac	Pisces
\x{1F4D7}	1001	📗	2010	Objects	book-paper	green book
\x{262A FE0F}	1002	☪️	2014	Symbols	religion	star and crescent
\x{2712 FE0F}	1003	✒️	2010	Objects	writing	black nib
\x{1F46A}	1004	👪	2010	People & Body	family	family
\x{2754}	1005	❔	2010	Symbols	punctuation	white question mark
\x{1F51A}	1006	🔚	2010	Symbols	arrow	END arrow
\x{38 FE0F 20E3}	1007	8️⃣	2010	Symbols	keycap	keycap: 8
\x{1F4D9}	1008	📙	2010	Objects	book-paper	orange book
\x{2721 FE0F}	1009	✡️	2014	Symbols	religion	star of David
\x{1F9D5}	1010	🧕	2017	People & Body	person-role	woman with headscarf
\x{1F3D3}	1011	🏓	2015	Activities	sport	ping pong
\x{25AB FE0F}	1012	▫️	2010	Symbols	geometric	white small square
\x{2934 FE0F}	1013	⤴️	2010	Symbols	arrow	right arrow curving up
\x{2699 FE0F}	1014	⚙️	2015	Objects	tool	gear
\x{1F9F2}	1015	🧲	2018	Objects	tool	magnet
\x{1F4B9}	1016	💹	2010	Objects	money	chart increasing with yen
\x{1F4B7}	1017	💷	2015	Objects	money	pound banknote
\x{25FD}	1018	◽	2010	Symbols	geometric	white medium-small square
\x{1F4C3}	1019	📃	2010	Objects	book-paper	page with curl
\x{1F3E7}	1020	🏧	2010	Symbols	transport-sign	ATM sign
\x{1F1F1 1F1F7}	1021	🇱🇷	2015	Flags	country-flag	flag: Liberia
\x{1F959}	1022	🥙	2016	Food & Drink	food-prepared	stuffed flatbread
\x{27B0}	1023	➰	2010	Symbols	other-symbol	curly loop
\x{1F316}	1024	🌖	2015	Travel & Places	sky & weather	waning gibbous moon
\x{1F317}	1025	🌗	2015	Travel & Places	sky & weather	last quarter moon
\x{2139 FE0F}	1026	ℹ️	2010	Symbols	alphanum	information
\x{1F302}	1027	🌂	2010	Travel & Places	sky & weather	closed umbrella
\x{1F587 FE0F}	1028	🖇️	2014	Objects	office	linked paperclips
\x{1F3DF FE0F}	1029	🏟️	2014	Travel & Places	place-building	stadium
\x{1F509}	1030	🔉	2015	Objects	sound	speaker medium volume
\x{1F38C}	1031	🎌	2010	Flags	flag	crossed flags
\x{1F1EA 1F1E8}	1032	🇪🇨	2015	Flags	country-flag	flag: Ecuador
\x{1F4E4}	1033	📤	2010	Objects	mail	outbox tray
\x{1F39E FE0F}	1034	🎞️	2014	Objects	light & video	film frames
\x{1F004}	1035	🀄	2010	Activities	game	mahjong red dragon
\x{1F326 FE0F}	1036	🌦️	2014	Travel & Places	sky & weather	sun behind rain cloud
\x{1F52D}	1037	🔭	2015	Objects	science	telescope
\x{1F6B0}	1038	🚰	2015	Symbols	transport-sign	potable water
\x{1F9D1}	1039	🧑	2017	People & Body	person	person
\x{1F4D2}	1040	📒	2010	Objects	book-paper	ledger
\x{1F1EE 1F1F6}	1041	🇮🇶	2015	Flags	country-flag	flag: Iraq
\x{1F32B FE0F}	1042	🌫️	2014	Travel & Places	sky & weather	fog
\x{1F9E7}	1043	🧧	2018	Activities	event	red envelope
\x{1F98F}	1044	🦏	2016	Animals & Nature	animal-mammal	rhinoceros
\x{267F}	1045	♿	2010	Symbols	transport-sign	wheelchair symbol
\x{1F3BF}	1046	🎿	2010	Activities	sport	skis
\x{1F469 200D 1F3EB}	1047	👩‍🏫	2016	People & Body	person-role	woman teacher
\x{1F358}	1048	🍘	2010	Food & Drink	food-asian	rice cracker
\x{1F1EF 1F1F2}	1049	🇯🇲	2015	Flags	country-flag	flag: Jamaica
\x{23F1 FE0F}	1050	⏱️	2015	Travel & Places	time	stopwatch
\x{1F1F3 1F1F1}	1051	🇳🇱	2015	Flags	country-flag	flag: Netherlands
\x{1F396 FE0F}	1052	🎖️	2014	Activities	award-medal	military medal
\x{1F3EF}	1053	🏯	2010	Travel & Places	place-building	Japanese castle
\x{1F1EC 1F1F7}	1054	🇬🇷	2015	Flags	country-flag	flag: Greece
\x{1F532}	1055	🔲	2010	Symbols	geometric	black square button
\x{1F551}	1056	🕑	2010	Travel & Places	time	two o’clock
\x{1F1FE 1F1EA}	1057	🇾🇪	2015	Flags	country-flag	flag: Yemen
\x{1F961}	1058	🥡	2017	Food & Drink	food-asian	takeout box
\x{1F468 200D 2764 FE0F 200D 1F468}	1059	👨‍❤️‍👨	2015	People & Body	family	couple with heart: man, man
\x{1F469 200D 1F9B0}	1060	👩‍🦰	2018	People & Body	person	woman: red hair
\x{1F4BA}	1061	💺	2010	Travel & Places	transport-air	seat
\x{1F1EA 1F1FA}	1062	🇪🇺	2015	Flags	country-flag	flag: European Union
\x{1F508}	1063	🔈	2014	Objects	sound	speaker low volume
\x{2651}	1064	♑	2010	Symbols	zodiac	Capricorn
\x{1F9F4}	1065	🧴	2018	Objects	household	lotion bottle
\x{1F96E}	1066	🥮	2018	Food & Drink	food-asian	moon cake
\x{1F527}	1067	🔧	2010	Objects	tool	wrench
\x{25FC FE0F}	1068	◼️	2010	Symbols	geometric	black medium square
\x{1F6EC}	1069	🛬	2015	Travel & Places	transport-air	airplane arrival
\x{1F5E8 FE0F}	1070	🗨️	2015	Smileys & Emotion	emotion	left speech bubble
\x{1F391}	1071	🎑	2010	Activities	event	moon viewing ceremony
\x{1F3F4 E0067 E0062 E0073 E0063 E0074 E007F}	1072	🏴󠁧󠁢󠁳󠁣󠁴󠁿	2017	Flags	subdivision-flag	flag: Scotland
\x{1F6A4}	1073	🚤	2010	Travel & Places	transport-water	speedboat
\x{1F4D0}	1074	📐	2010	Objects	office	triangular ruler
\x{1F39A FE0F}	1075	🎚️	2014	Objects	music	level slider
\x{1F4D3}	1076	📓	2010	Objects	book-paper	notebook
\x{1F1E7 1F1EA}	1077	🇧🇪	2015	Flags	country-flag	flag: Belgium
\x{1F1FA 1F1E6}	1078	🇺🇦	2015	Flags	country-flag	flag: Ukraine
\x{1F38F}	1079	🎏	2010	Activities	event	carp streamer
\x{1F3F7 FE0F}	1080	🏷️	2014	Objects	book-paper	label
\x{1F3D9 FE0F}	1081	🏙️	2014	Travel & Places	place-other	cityscape
\x{23EA}	1082	⏪	2010	Symbols	av-symbol	fast reverse button
\x{1F3EA}	1083	🏪	2010	Travel & Places	place-building	convenience store
\x{1F58D FE0F}	1084	🖍️	2014	Objects	writing	crayon
\x{2623 FE0F}	1085	☣️	2015	Symbols	warning	biohazard
\x{1F9DD}	1086	🧝	2017	People & Body	person-fantasy	elf
\x{1F1E8 1F1FA}	1087	🇨🇺	2015	Flags	country-flag	flag: Cuba
\x{1F686}	1088	🚆	2015	Travel & Places	transport-ground	train
\x{1F482}	1089	💂	2010	People & Body	person-role	guard
\x{1F9E5}	1090	🧥	2017	Objects	clothing	coat
\x{26D1 FE0F}	1091	⛑️	2014	Objects	clothing	rescue worker’s helmet
\x{1F6F6}	1092	🛶	2016	Travel & Places	transport-water	canoe
\x{1F515}	1093	🔕	2015	Objects	sound	bell with slash
\x{1F3F4 E0067 E0062 E0065 E006E E0067 E007F}	1094	🏴󠁧󠁢󠁥󠁮󠁧󠁿	2017	Flags	subdivision-flag	flag: England
\x{1F6F0 FE0F}	1095	🛰️	2014	Travel & Places	transport-air	satellite
\x{1F4FC}	1096	📼	2010	Objects	light & video	videocassette
\x{1F507}	1097	🔇	2015	Objects	sound	muted speaker
\x{1F3F8}	1098	🏸	2015	Activities	sport	badminton
\x{1F58A FE0F}	1099	🖊️	2014	Objects	writing	pen
\x{1F4BD}	1100	💽	2010	Objects	computer	computer disk
\x{1F1EC 1F1ED}	1101	🇬🇭	2015	Flags	country-flag	flag: Ghana
\x{1F9A1}	1102	🦡	2018	Animals & Nature	animal-mammal	badger
\x{1F301}	1103	🌁	2010	Travel & Places	place-other	foggy
\x{1F4D4}	1104	📔	2010	Objects	book-paper	notebook with decorative cover
\x{1F58B FE0F}	1105	🖋️	2014	Objects	writing	fountain pen
\x{1F684}	1106	🚄	2010	Travel & Places	transport-ground	high-speed train
\x{1F468 200D 2695 FE0F}	1107	👨‍⚕️	2016	People & Body	person-role	man health worker
\x{1F4F6}	1108	📶	2010	Symbols	av-symbol	antenna bars
\x{1F6BC}	1109	🚼	2010	Symbols	transport-sign	baby symbol
\x{1F526}	1110	🔦	2010	Objects	light & video	flashlight
\x{1F685}	1111	🚅	2010	Travel & Places	transport-ground	bullet train
\x{1F251}	1112	🉑	2010	Symbols	alphanum	Japanese “acceptable” button
\x{1F6E9 FE0F}	1113	🛩️	2014	Travel & Places	transport-air	small airplane
\x{1F9FE}	1114	🧾	2018	Objects	money	receipt
\x{1F469 200D 1F3A4}	1115	👩‍🎤	2016	People & Body	person-role	woman singer
\x{1F1E8 1F1ED}	1116	🇨🇭	2015	Flags	country-flag	flag: Switzerland
\x{1F6E2 FE0F}	1117	🛢️	2014	Travel & Places	transport-ground	oil drum
\x{26E9 FE0F}	1118	⛩️	2014	Travel & Places	place-religious	shinto shrine
\x{1F9ED}	1119	🧭	2018	Travel & Places	place-map	compass
\x{1F553}	1120	🕓	2010	Travel & Places	time	four o’clock
\x{1F696}	1121	🚖	2015	Travel & Places	transport-ground	oncoming taxi
\x{1F97D}	1122	🥽	2018	Objects	clothing	goggles
\x{1F4D1}	1123	📑	2010	Objects	book-paper	bookmark tabs
\x{1F468 200D 1F393}	1124	👨‍🎓	2016	People & Body	person-role	man student
\x{1F559}	1125	🕙	2010	Travel & Places	time	ten o’clock
\x{1F93D}	1126	🤽	2016	People & Body	person-sport	person playing water polo
\x{1F468 200D 1F469 200D 1F467 200D 1F466}	1127	👨‍👩‍👧‍👦	2015	People & Body	family	family: man, woman, girl, boy
\x{1F469 200D 1F33E}	1128	👩‍🌾	2016	People & Body	person-role	woman farmer
\x{1F52C}	1129	🔬	2015	Objects	science	microscope
\x{1F6B8}	1130	🚸	2015	Symbols	warning	children crossing
\x{265F FE0F}	1131	♟️	2018	Activities	game	chess pawn
\x{1F3A6}	1132	🎦	2010	Symbols	av-symbol	cinema
\x{1F468 200D 1F3EB}	1133	👨‍🏫	2016	People & Body	person-role	man teacher
\x{1F1F1 1F1E7}	1134	🇱🇧	2015	Flags	country-flag	flag: Lebanon
\x{1F5FE}	1135	🗾	2010	Travel & Places	place-map	map of Japan
\x{1F53C}	1136	🔼	2010	Symbols	av-symbol	upwards button
\x{1F558}	1137	🕘	2010	Travel & Places	time	nine o’clock
\x{1F1E6 1F1F2}	1138	🇦🇲	2015	Flags	country-flag	flag: Armenia
\x{1F1E9 1F1F4}	1139	🇩🇴	2015	Flags	country-flag	flag: Dominican Republic
\x{1F461}	1140	👡	2010	Objects	clothing	woman’s sandal
\x{1F4C1}	1141	📁	2010	Objects	office	file folder
\x{1F325 FE0F}	1142	🌥️	2014	Travel & Places	sky & weather	sun behind large cloud
\x{1F68D}	1143	🚍	2014	Travel & Places	transport-ground	oncoming bus
\x{1F1F2 1F1FE}	1144	🇲🇾	2015	Flags	country-flag	flag: Malaysia
\x{23ED FE0F}	1145	⏭️	2014	Symbols	av-symbol	next track button
\x{1F960}	1146	🥠	2017	Food & Drink	food-asian	fortune cookie
\x{2196 FE0F}	1147	↖️	2010	Symbols	arrow	up-left arrow
\x{1F6A5}	1148	🚥	2010	Travel & Places	transport-ground	horizontal traffic light
\x{1F3EC}	1149	🏬	2010	Travel & Places	place-building	department store
\x{1F1EA 1F1E6}	1150	🇪🇦	2015	Flags	country-flag	flag: Ceuta & Melilla
\x{1F94D}	1151	🥍	2018	Activities	sport	lacrosse
\x{1F235}	1152	🈵	2010	Symbols	alphanum	Japanese “no vacancy” button
\x{25FB FE0F}	1153	◻️	2010	Symbols	geometric	white medium square
\x{1F1E8 1F1F5}	1154	🇨🇵	2015	Flags	country-flag	flag: Clipperton Island
\x{1F1FA 1F1FE}	1155	🇺🇾	2015	Flags	country-flag	flag: Uruguay
\x{1F55D}	1156	🕝	2014	Travel & Places	time	two-thirty
\x{1F522}	1157	🔢	2010	Symbols	alphanum	input numbers
\x{1F9EB}	1158	🧫	2018	Objects	science	petri dish
\x{1F3F4 E0067 E0062 E0077 E006C E0073 E007F}	1159	🏴󠁧󠁢󠁷󠁬󠁳󠁿	2017	Flags	subdivision-flag	flag: Wales
\x{1F6E5 FE0F}	1160	🛥️	2014	Travel & Places	transport-water	motor boat
\x{1F196}	1161	🆖	2010	Symbols	alphanum	NG button
\x{1F1E8 1F1EE}	1162	🇨🇮	2015	Flags	country-flag	flag: Côte d’Ivoire
\x{1F9EE}	1163	🧮	2018	Objects	computer	abacus
